"","item1","item2","n"
"134910","social","carregado",1
"134911","mãe","carregado",1
"134912","apenas","carregado",1
"134913","lote","carregado",1
"134914","volta","carregado",1
"134915","ô","carregado",1
"134916","sera","carregado",1
"134917","venho","carregado",1
"134918","conhecer","carregado",1
"134919","deixo","carregado",1
"134920","convido","carregado",1
"134921","trabalhando","carregado",1
"134922","whatsapp","carregado",1
"134923","vitor","carregado",1
"134924","puder","carregado",1
"134925","contribuir","carregado",1
"134926","0001","carregado",1
"134927","compartilhe","carregado",1
"134928","vinda","carregado",1
"134929","colaboração","carregado",1
"134930","tetraplégicob","carregado",1
"134931","adaptação","carregado",1
"134932","sacrifício","carregado",1
"134933","casinha","carregado",1
"134934","adaptada","carregado",1
"134935","luxo","carregado",1
"134936","facilita","carregado",1
"134937","sonhada","carregado",1
"134938","quero","colo",1
"134939","ja","colo",1
"134940","qualquer","colo",1
"134941","jesus","colo",1
"134942","sair","colo",1
"134943","liberdade","colo",1
"134944","econômica","colo",1
"134945","link","colo",1
"134946","tbm","colo",1
"134947","ganhou","colo",1
"134948","pais","colo",1
"134949","http","colo",1
"134950","construir","colo",1
"134951","campanha","colo",1
"134952","conta","colo",1
"134953","fazendo","colo",1
"134954","ê","colo",1
"134955","história","colo",1
"134956","seguidores","colo",1
"134957","deu","colo",1
"134958","casa","colo",1
"134959","pedir","colo",1
"134960","olá","colo",1
"134961","mim","colo",1
"134962","idade","colo",1
"134963","social","colo",1
"134964","mãe","colo",1
"134965","apenas","colo",1
"134966","lote","colo",1
"134967","volta","colo",1
"134968","ô","colo",1
"134969","sera","colo",1
"134970","venho","colo",1
"134971","conhecer","colo",1
"134972","deixo","colo",1
"134973","convido","colo",1
"134974","trabalhando","colo",1
"134975","whatsapp","colo",1
"134976","vitor","colo",1
"134977","puder","colo",1
"134978","contribuir","colo",1
"134979","0001","colo",1
"134980","compartilhe","colo",1
"134981","vinda","colo",1
"134982","colaboração","colo",1
"134983","tetraplégicob","colo",1
"134984","adaptação","colo",1
"134985","sacrifício","colo",1
"134986","casinha","colo",1
"134987","adaptada","colo",1
"134988","luxo","colo",1
"134989","facilita","colo",1
"134990","sonhada","colo",1
"134991","carregado","colo",1
"134992","quero","arrecadação",1
"134993","ja","arrecadação",1
"134994","qualquer","arrecadação",1
"134995","jesus","arrecadação",1
"134996","sair","arrecadação",1
"134997","liberdade","arrecadação",1
"134998","econômica","arrecadação",1
"134999","link","arrecadação",1
"135000","tbm","arrecadação",1
"135001","ganhou","arrecadação",1
"135002","pais","arrecadação",1
"135003","http","arrecadação",1
"135004","construir","arrecadação",1
"135005","campanha","arrecadação",1
"135006","conta","arrecadação",1
"135007","fazendo","arrecadação",1
"135008","ê","arrecadação",1
"135009","história","arrecadação",1
"135010","seguidores","arrecadação",1
"135011","deu","arrecadação",1
"135012","casa","arrecadação",1
"135013","pedir","arrecadação",1
"135014","olá","arrecadação",1
"135015","mim","arrecadação",1
"135016","idade","arrecadação",1
"135017","social","arrecadação",1
"135018","mãe","arrecadação",1
"135019","apenas","arrecadação",1
"135020","lote","arrecadação",1
"135021","volta","arrecadação",1
"135022","ô","arrecadação",1
"135023","sera","arrecadação",1
"135024","venho","arrecadação",1
"135025","conhecer","arrecadação",1
"135026","deixo","arrecadação",1
"135027","convido","arrecadação",1
"135028","trabalhando","arrecadação",1
"135029","whatsapp","arrecadação",1
"135030","vitor","arrecadação",1
"135031","puder","arrecadação",1
"135032","contribuir","arrecadação",1
"135033","0001","arrecadação",1
"135034","compartilhe","arrecadação",1
"135035","vinda","arrecadação",1
"135036","colaboração","arrecadação",1
"135037","tetraplégicob","arrecadação",1
"135038","adaptação","arrecadação",1
"135039","sacrifício","arrecadação",1
"135040","casinha","arrecadação",1
"135041","adaptada","arrecadação",1
"135042","luxo","arrecadação",1
"135043","facilita","arrecadação",1
"135044","sonhada","arrecadação",1
"135045","carregado","arrecadação",1
"135046","colo","arrecadação",1
"135047","quero","quantia",1
"135048","ja","quantia",1
"135049","qualquer","quantia",1
"135050","jesus","quantia",1
"135051","sair","quantia",1
"135052","liberdade","quantia",1
"135053","econômica","quantia",1
"135054","link","quantia",1
"135055","tbm","quantia",1
"135056","ganhou","quantia",1
"135057","pais","quantia",1
"135058","http","quantia",1
"135059","construir","quantia",1
"135060","campanha","quantia",1
"135061","conta","quantia",1
"135062","fazendo","quantia",1
"135063","ê","quantia",1
"135064","história","quantia",1
"135065","seguidores","quantia",1
"135066","deu","quantia",1
"135067","casa","quantia",1
"135068","pedir","quantia",1
"135069","olá","quantia",1
"135070","mim","quantia",1
"135071","idade","quantia",1
"135072","social","quantia",1
"135073","mãe","quantia",1
"135074","apenas","quantia",1
"135075","lote","quantia",1
"135076","volta","quantia",1
"135077","ô","quantia",1
"135078","sera","quantia",1
"135079","venho","quantia",1
"135080","conhecer","quantia",1
"135081","deixo","quantia",1
"135082","convido","quantia",1
"135083","trabalhando","quantia",1
"135084","whatsapp","quantia",1
"135085","vitor","quantia",1
"135086","puder","quantia",1
"135087","contribuir","quantia",1
"135088","0001","quantia",1
"135089","compartilhe","quantia",1
"135090","vinda","quantia",1
"135091","colaboração","quantia",1
"135092","tetraplégicob","quantia",1
"135093","adaptação","quantia",1
"135094","sacrifício","quantia",1
"135095","casinha","quantia",1
"135096","adaptada","quantia",1
"135097","luxo","quantia",1
"135098","facilita","quantia",1
"135099","sonhada","quantia",1
"135100","carregado","quantia",1
"135101","colo","quantia",1
"135102","arrecadação","quantia",1
"135103","quero","contas",1
"135104","ja","contas",1
"135105","qualquer","contas",1
"135106","jesus","contas",1
"135107","sair","contas",1
"135108","liberdade","contas",1
"135109","econômica","contas",1
"135110","link","contas",1
"135111","tbm","contas",1
"135112","ganhou","contas",1
"135113","pais","contas",1
"135114","http","contas",1
"135115","construir","contas",1
"135116","campanha","contas",1
"135117","conta","contas",1
"135118","fazendo","contas",1
"135119","ê","contas",1
"135120","história","contas",1
"135121","seguidores","contas",1
"135122","deu","contas",1
"135123","casa","contas",1
"135124","pedir","contas",1
"135125","olá","contas",1
"135126","mim","contas",1
"135127","idade","contas",1
"135128","social","contas",1
"135129","mãe","contas",1
"135130","apenas","contas",1
"135131","lote","contas",1
"135132","volta","contas",1
"135133","ô","contas",1
"135134","sera","contas",1
"135135","venho","contas",1
"135136","conhecer","contas",1
"135137","deixo","contas",1
"135138","convido","contas",1
"135139","trabalhando","contas",1
"135140","whatsapp","contas",1
"135141","vitor","contas",1
"135142","puder","contas",1
"135143","contribuir","contas",1
"135144","0001","contas",1
"135145","compartilhe","contas",1
"135146","vinda","contas",1
"135147","colaboração","contas",1
"135148","tetraplégicob","contas",1
"135149","adaptação","contas",1
"135150","sacrifício","contas",1
"135151","casinha","contas",1
"135152","adaptada","contas",1
"135153","luxo","contas",1
"135154","facilita","contas",1
"135155","sonhada","contas",1
"135156","carregado","contas",1
"135157","colo","contas",1
"135158","arrecadação","contas",1
"135159","quantia","contas",1
"135160","quero","jose",1
"135161","ja","jose",1
"135162","qualquer","jose",1
"135163","jesus","jose",1
"135164","sair","jose",1
"135165","ninguem","jose",1
"135166","liberdade","jose",1
"135167","econômica","jose",1
"135168","link","jose",1
"135169","tbm","jose",1
"135170","ganhou","jose",1
"135171","pais","jose",1
"135172","http","jose",1
"135173","construir","jose",1
"135174","mal","jose",1
"135175","campanha","jose",1
"135176","conta","jose",1
"135177","fazendo","jose",1
"135178","ê","jose",1
"135179","história","jose",1
"135180","seguidores","jose",1
"135181","deu","jose",1
"135182","casa","jose",1
"135183","pedir","jose",1
"135184","boca","jose",1
"135185","chupa","jose",1
"135186","olá","jose",1
"135187","mim","jose",1
"135188","idade","jose",1
"135189","voce","jose",1
"135190","social","jose",1
"135191","mãe","jose",1
"135192","apenas","jose",1
"135193","silva","jose",1
"135194","lote","jose",1
"135195","volta","jose",1
"135196","ô","jose",1
"135197","sera","jose",1
"135198","feio","jose",1
"135199","venho","jose",1
"135200","conhecer","jose",1
"135201","deixo","jose",1
"135202","convido","jose",1
"135203","tratar","jose",1
"135204","trabalhando","jose",1
"135205","whatsapp","jose",1
"135206","fernando","jose",1
"135207","vitor","jose",1
"135208","puder","jose",1
"135209","contribuir","jose",1
"135210","0001","jose",1
"135211","compartilhe","jose",1
"135212","vinda","jose",1
"135213","colaboração","jose",1
"135214","tetraplégicob","jose",1
"135215","adaptação","jose",1
"135216","sacrifício","jose",1
"135217","casinha","jose",1
"135218","adaptada","jose",1
"135219","luxo","jose",1
"135220","facilita","jose",1
"135221","sonhada","jose",1
"135222","carregado","jose",1
"135223","colo","jose",1
"135224","arrecadação","jose",1
"135225","quantia","jose",1
"135226","contas","jose",1
"135227","quero","caixa",1
"135228","ja","caixa",1
"135229","qualquer","caixa",1
"135230","jesus","caixa",1
"135231","sair","caixa",1
"135232","liberdade","caixa",1
"135233","econômica","caixa",1
"135234","link","caixa",1
"135235","tbm","caixa",1
"135236","ganhou","caixa",1
"135237","pais","caixa",1
"135238","http","caixa",1
"135239","construir","caixa",1
"135240","campanha","caixa",1
"135241","conta","caixa",1
"135242","fazendo","caixa",1
"135243","ê","caixa",1
"135244","história","caixa",1
"135245","seguidores","caixa",1
"135246","deu","caixa",1
"135247","casa","caixa",1
"135248","pedir","caixa",1
"135249","olá","caixa",1
"135250","mim","caixa",1
"135251","idade","caixa",1
"135252","social","caixa",1
"135253","mãe","caixa",1
"135254","apenas","caixa",1
"135255","lote","caixa",1
"135256","volta","caixa",1
"135257","ô","caixa",1
"135258","sera","caixa",1
"135259","venho","caixa",1
"135260","conhecer","caixa",1
"135261","deixo","caixa",1
"135262","convido","caixa",1
"135263","trabalhando","caixa",1
"135264","whatsapp","caixa",1
"135265","vitor","caixa",1
"135266","puder","caixa",1
"135267","contribuir","caixa",1
"135268","0001","caixa",1
"135269","compartilhe","caixa",1
"135270","vinda","caixa",1
"135271","colaboração","caixa",1
"135272","tetraplégicob","caixa",1
"135273","adaptação","caixa",1
"135274","sacrifício","caixa",1
"135275","casinha","caixa",1
"135276","adaptada","caixa",1
"135277","luxo","caixa",1
"135278","facilita","caixa",1
"135279","sonhada","caixa",1
"135280","carregado","caixa",1
"135281","colo","caixa",1
"135282","arrecadação","caixa",1
"135283","quantia","caixa",1
"135284","contas","caixa",1
"135285","jose","caixa",1
"135286","quero","poupança",1
"135287","ja","poupança",1
"135288","qualquer","poupança",1
"135289","jesus","poupança",1
"135290","sair","poupança",1
"135291","liberdade","poupança",1
"135292","econômica","poupança",1
"135293","link","poupança",1
"135294","tbm","poupança",1
"135295","ganhou","poupança",1
"135296","pais","poupança",1
"135297","http","poupança",1
"135298","construir","poupança",1
"135299","campanha","poupança",1
"135300","conta","poupança",1
"135301","fazendo","poupança",1
"135302","ê","poupança",1
"135303","história","poupança",1
"135304","seguidores","poupança",1
"135305","deu","poupança",1
"135306","casa","poupança",1
"135307","pedir","poupança",1
"135308","olá","poupança",1
"135309","mim","poupança",1
"135310","idade","poupança",1
"135311","social","poupança",1
"135312","mãe","poupança",1
"135313","apenas","poupança",1
"135314","lote","poupança",1
"135315","volta","poupança",1
"135316","ô","poupança",1
"135317","sera","poupança",1
"135318","venho","poupança",1
"135319","conhecer","poupança",1
"135320","deixo","poupança",1
"135321","convido","poupança",1
"135322","trabalhando","poupança",1
"135323","whatsapp","poupança",1
"135324","vitor","poupança",1
"135325","puder","poupança",1
"135326","contribuir","poupança",1
"135327","0001","poupança",1
"135328","compartilhe","poupança",1
"135329","vinda","poupança",1
"135330","colaboração","poupança",1
"135331","tetraplégicob","poupança",1
"135332","adaptação","poupança",1
"135333","sacrifício","poupança",1
"135334","casinha","poupança",1
"135335","adaptada","poupança",1
"135336","luxo","poupança",1
"135337","facilita","poupança",1
"135338","sonhada","poupança",1
"135339","carregado","poupança",1
"135340","colo","poupança",1
"135341","arrecadação","poupança",1
"135342","quantia","poupança",1
"135343","contas","poupança",1
"135344","jose","poupança",1
"135345","caixa","poupança",1
"135346","quero","6455_6",1
"135347","ja","6455_6",1
"135348","qualquer","6455_6",1
"135349","jesus","6455_6",1
"135350","sair","6455_6",1
"135351","liberdade","6455_6",1
"135352","econômica","6455_6",1
"135353","link","6455_6",1
"135354","tbm","6455_6",1
"135355","ganhou","6455_6",1
"135356","pais","6455_6",1
"135357","http","6455_6",1
"135358","construir","6455_6",1
"135359","campanha","6455_6",1
"135360","conta","6455_6",1
"135361","fazendo","6455_6",1
"135362","ê","6455_6",1
"135363","história","6455_6",1
"135364","seguidores","6455_6",1
"135365","deu","6455_6",1
"135366","casa","6455_6",1
"135367","pedir","6455_6",1
"135368","olá","6455_6",1
"135369","mim","6455_6",1
"135370","idade","6455_6",1
"135371","social","6455_6",1
"135372","mãe","6455_6",1
"135373","apenas","6455_6",1
